Area,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item,hg/ha_yield
Tanzania,2010,1310.7,6.72,21.82,Wheat,7406.0
India,2007,862.4,20.36,16.8,Maize,7802.0
Tanzania,2002,1454.1,91.66,21.94,Rice,14486.0
India,2002,1014.0,17.54,17.67,Cassava,9984.0
Tanzania,2007,872.6,8.0,20.42,Cassava,10676.0
Kenya,2001,661.3,20.66,25.7,Rice,8633.0
Tanzania,2001,1188.6,10.22,23.02,Potatoes,17359.0
Kenya,2007,1413.3,4.88,16.07,Cassava,11696.0
Ethiopia,2004,1195.7,26.07,25.41,Wheat,7318.0
Kenya,2011,1883.6,36.39,21.97,Cassava,14578.0
Nigeria,2000,1600.4,11.6,19.83,Maize,9487.0
India,2006,992.4,11.0,24.99,Wheat,5321.0
Ethiopia,2009,988.7,6.89,21.33,Rice,9752.0
Tanzania,2020,1264.4,13.2,17.34,Maize,7490.0
India,2013,806.7,9.49,29.39,Sorghum,4525.0
India,2018,1508.2,6.63,21.93,Cassava,11240.0
Tanzania,2007,1226.6,67.61,21.67,Rice,10374.0
Nigeria,2009,1189.8,21.61,20.38,Cassava,12896.0
Ethiopia,2008,1340.4,23.52,26.72,Sorghum,5772.0
Tanzania,2018,1703.0,30.17,19.9,Sorghum,6534.0
Nigeria,2020,1159.8,27.57,15.82,Sorghum,7283.0
India,2020,1060.4,10.69,19.29,Potatoes,16460.0
Ethiopia,2015,1628.1,18.51,27.31,Maize,9415.0
Ethiopia,2010,1438.6,12.0,25.33,Cassava,12158.0
Kenya,2011,987.7,21.13,20.98,Potatoes,18382.0
Ethiopia,2020,1101.8,19.56,27.49,Cassava,11276.0
Kenya,2005,1168.4,10.96,24.99,Cassava,10888.0
India,2007,1226.6,5.14,20.93,Wheat,7431.0
Kenya,2018,625.2,16.73,21.34,Rice,8902.0
India,2008,560.1,12.64,23.32,Wheat,7018.0
Tanzania,2004,789.4,3.28,18.67,Maize,7136.0
India,2011,762.3,22.33,22.02,Cassava,13028.0
Nigeria,2006,874.7,32.21,23.23,Cassava,11356.0
Kenya,2018,1322.1,100.0,15.25,Cassava,11652.0
Tanzania,2019,1040.9,10.88,21.24,Cassava,10783.0
Kenya,2006,1168.7,9.67,20.79,Potatoes,16782.0
India,2011,671.5,6.13,26.11,Potatoes,15221.0
India,2020,938.4,17.58,14.62,Cassava,8205.0
Kenya,2015,1305.5,17.49,20.47,Potatoes,17957.0
India,2004,1308.2,7.78,20.07,Potatoes,17147.0
Kenya,2012,846.4,12.94,25.84,Wheat,7118.0
Ethiopia,2013,1156.6,3.06,21.83,Sorghum,5884.0
Tanzania,2013,1869.6,31.22,29.18,Sorghum,5354.0
Tanzania,2000,1093.8,8.03,24.65,Sorghum,5758.0
Ethiopia,2006,857.4,14.47,20.36,Rice,10576.0
Tanzania,2017,1039.2,4.75,22.96,Wheat,7710.0
Tanzania,2005,1132.3,9.34,20.58,Maize,9351.0
India,2006,1047.1,11.9,25.44,Potatoes,15861.0
Kenya,2006,1089.0,14.75,16.67,Sorghum,4111.0
Ethiopia,2003,594.8,21.84,18.71,Sorghum,3997.0
India,2003,763.1,47.05,23.82,Cassava,12611.0
Tanzania,2007,1047.7,26.74,26.9,Rice,9702.0
Tanzania,2018,1042.2,32.13,13.19,Sorghum,2408.0
Nigeria,2000,901.8,47.32,27.5,Sorghum,5026.0
Ethiopia,2005,1038.0,23.47,21.44,Wheat,7179.0
Tanzania,2001,1121.4,14.45,14.46,Cassava,8731.0
Ethiopia,2011,1411.3,33.36,10.0,Maize,4539.0
Ethiopia,2005,1065.3,35.11,15.88,Potatoes,16427.0
Tanzania,2016,1239.7,25.0,21.92,Cassava,14375.0
Nigeria,2012,910.4,4.65,21.74,Potatoes,18895.0
Ethiopia,2016,1300.2,7.59,24.53,Cassava,13364.0
Kenya,2013,1231.5,11.94,19.8,Maize,10075.0
Nigeria,2009,1403.0,27.76,17.57,Potatoes,17939.0
Tanzania,2018,1349.7,14.63,20.35,Sorghum,7504.0
Nigeria,2010,1306.1,36.95,22.13,Potatoes,18813.0
India,2019,1065.6,42.61,22.92,Cassava,13612.0
Ethiopia,2020,1185.7,38.84,18.84,Rice,10807.0
India,2012,1472.2,39.03,25.61,Sorghum,7175.0
India,2014,871.8,6.49,19.51,Rice,9252.0
India,2005,880.1,21.89,18.52,Cassava,12486.0
India,2017,1163.5,9.15,19.83,Maize,7895.0
Nigeria,2014,1245.3,3.98,26.3,Wheat,9122.0
Ethiopia,2018,811.6,11.82,21.47,Maize,8783.0
India,2005,1073.8,42.94,19.22,Sorghum,5094.0
Tanzania,2016,1067.1,21.51,25.7,Wheat,6576.0
Tanzania,2009,324.7,74.76,30.57,Wheat,2244.0
Ethiopia,2003,1023.1,17.15,22.84,Cassava,12565.0
India,2003,1044.9,100.0,26.94,Rice,9168.0
Kenya,2011,1043.9,17.15,26.14,Maize,8733.0
Nigeria,2006,1595.6,15.15,19.58,Maize,11694.0
Nigeria,2002,674.5,5.35,22.11,Wheat,6459.0
Ethiopia,2008,811.4,36.18,16.87,Cassava,10402.0
Tanzania,2013,250.0,9.96,21.18,Potatoes,14896.0
Tanzania,2006,931.7,8.87,19.5,Cassava,10951.0
Kenya,2020,961.5,41.47,20.39,Wheat,10037.0
Ethiopia,2016,921.5,37.58,19.0,Rice,10586.0
Ethiopia,2010,1487.7,36.81,20.85,Maize,10527.0
Tanzania,2019,1401.2,11.14,24.13,Rice,10095.0
Nigeria,2009,1127.2,14.29,21.52,Potatoes,18346.0
India,2002,970.3,14.18,14.54,Sorghum,3662.0
Tanzania,2000,1459.2,27.83,19.02,Rice,10450.0
India,2019,1093.1,51.57,15.92,Sorghum,5693.0
Kenya,2020,813.6,19.98,22.98,Potatoes,16489.0
Kenya,2015,499.3,72.23,24.01,Wheat,6237.0
Ethiopia,2002,945.5,30.5,23.03,Cassava,12323.0
Ethiopia,2006,1364.1,12.33,18.85,Rice,9388.0
India,2000,1896.8,28.87,22.99,Maize,11918.0
Kenya,2001,1121.6,58.25,20.12,Cassava,12469.0
Ethiopia,2005,832.1,73.6,17.45,Cassava,9857.0
Ethiopia,2012,685.3,38.46,24.97,Maize,8787.0
Kenya,2001,1293.2,15.19,25.27,Cassava,10374.0
Kenya,2020,482.4,12.51,25.8,Cassava,10525.0
Kenya,2009,1292.6,23.59,19.57,Sorghum,6507.0
Nigeria,2005,1386.2,56.78,26.72,Wheat,10066.0
Nigeria,2010,1252.7,21.05,20.03,Potatoes,19560.0
Nigeria,2016,1023.1,21.41,24.61,Potatoes,17010.0
Nigeria,2006,1297.7,15.5,19.96,Potatoes,16781.0
India,2000,1159.8,11.45,21.1,Potatoes,17208.0
Tanzania,2001,827.7,13.07,12.32,Potatoes,12097.0
Nigeria,2017,1747.6,16.58,20.79,Potatoes,21371.0
India,2002,976.9,58.82,22.36,Sorghum,6716.0
India,2013,1371.5,12.28,20.36,Potatoes,19121.0
India,2008,253.5,15.52,29.02,Maize,5013.0
Kenya,2016,1546.8,7.45,17.35,Maize,9180.0
Tanzania,2001,1614.1,26.4,19.75,Cassava,13089.0
Kenya,2018,1110.4,44.4,18.38,Cassava,12815.0
Nigeria,2014,1295.6,54.58,19.74,Potatoes,19421.0
India,2009,1295.5,17.51,26.13,Wheat,6395.0
Nigeria,2004,875.0,23.56,27.91,Sorghum,6366.0
Ethiopia,2020,1291.5,13.16,19.2,Maize,9422.0
Tanzania,2006,817.0,22.7,19.11,Rice,8952.0
Kenya,2010,886.9,19.13,17.37,Wheat,3828.0
Ethiopia,2008,1494.4,15.59,27.23,Maize,9864.0
Tanzania,2004,1441.1,16.61,26.48,Sorghum,6506.0
India,2008,852.8,21.36,21.58,Potatoes,17478.0
Kenya,2003,843.2,11.76,16.42,Wheat,5366.0
India,2000,874.0,12.26,16.77,Potatoes,15560.0
Tanzania,2006,1356.4,58.32,22.68,Maize,10405.0
Kenya,2002,750.0,100.0,24.2,Rice,10850.0
Nigeria,2008,1224.8,5.68,13.74,Potatoes,15981.0
Nigeria,2018,1361.4,5.43,20.71,Rice,10694.0
Kenya,2003,1069.1,6.92,28.47,Sorghum,5224.0
Ethiopia,2000,1453.5,13.7,21.13,Wheat,8598.0
Kenya,2002,993.5,30.47,27.96,Maize,7391.0
Kenya,2010,1025.2,23.88,24.6,Potatoes,17789.0
Nigeria,2005,758.0,17.08,17.66,Cassava,9554.0
Nigeria,2010,1456.0,22.72,20.83,Rice,11592.0
Ethiopia,2000,831.7,8.55,21.49,Maize,7558.0
Ethiopia,2006,1222.4,12.24,18.19,Cassava,10795.0
Kenya,2008,1075.0,14.64,18.12,Rice,7591.0
India,2009,731.5,4.19,28.03,Wheat,4880.0
Ethiopia,2011,886.8,5.88,18.09,Potatoes,18300.0
Tanzania,2016,1584.0,6.07,26.31,Wheat,7833.0
Nigeria,2009,1170.6,27.42,20.25,Cassava,13129.0
Tanzania,2017,746.8,18.11,21.9,Wheat,9231.0
India,2011,1206.9,24.26,24.25,Potatoes,18355.0
Ethiopia,2005,1048.9,3.42,19.61,Potatoes,16912.0
India,2004,2200.0,4.54,24.27,Wheat,9111.0
Ethiopia,2006,1199.8,25.29,13.81,Rice,7704.0
Kenya,2012,966.8,1.61,23.76,Maize,8242.0
Ethiopia,2005,1597.0,39.63,12.13,Potatoes,14718.0
Ethiopia,2019,455.6,3.46,21.09,Sorghum,5904.0
Kenya,2010,1133.0,29.21,25.42,Cassava,12629.0
Kenya,2018,1798.0,7.31,24.49,Wheat,7404.0
Tanzania,2014,1059.3,34.44,16.81,Wheat,6097.0
Nigeria,2007,493.3,100.0,17.32,Potatoes,16883.0
Nigeria,2004,961.4,2.41,19.25,Sorghum,6549.0
Tanzania,2015,1609.1,25.95,22.74,Cassava,14333.0
Ethiopia,2006,1231.6,3.5,13.87,Maize,9221.0
Nigeria,2005,806.4,20.93,21.95,Wheat,7169.0
Tanzania,2019,860.2,12.61,23.25,Wheat,6838.0
India,2010,904.1,16.51,20.87,Wheat,7709.0
Ethiopia,2001,1226.4,7.18,24.1,Rice,9693.0
Ethiopia,2010,1568.4,27.78,22.89,Cassava,13204.0
Kenya,2009,1468.3,4.67,19.83,Maize,9516.0
Kenya,2018,1259.6,40.18,14.26,Sorghum,2115.0
Kenya,2014,633.9,10.73,22.53,Potatoes,16954.0
India,2004,635.2,4.84,18.19,Potatoes,15852.0
India,2003,1286.6,53.3,19.69,Sorghum,8233.0
Nigeria,2012,629.1,14.1,23.92,Maize,8635.0
India,2000,1021.1,68.45,27.67,Sorghum,4397.0
Kenya,2006,1206.5,39.53,21.85,Wheat,8114.0
Ethiopia,2002,701.8,7.86,24.22,Potatoes,15059.0
Ethiopia,2000,741.5,13.9,16.22,Sorghum,3248.0
Tanzania,2019,1067.1,16.39,22.98,Potatoes,18522.0
India,2001,1276.3,50.45,21.76,Wheat,8339.0
Tanzania,2000,1471.5,21.12,26.92,Rice,10896.0
Ethiopia,2019,1312.5,17.13,19.84,Rice,8864.0
Tanzania,2003,1125.8,12.68,21.03,Maize,9307.0
Kenya,2017,838.8,14.29,26.24,Sorghum,4625.0
Ethiopia,2000,725.2,42.25,21.63,Maize,10083.0
Nigeria,2003,921.2,14.92,17.56,Rice,9871.0
Kenya,2002,1243.5,10.85,32.21,Potatoes,14089.0
Tanzania,2014,1217.8,9.47,17.69,Maize,10271.0
Tanzania,2013,365.0,9.55,21.74,Cassava,10012.0
Nigeria,2009,825.0,4.85,23.39,Rice,10903.0
Ethiopia,2005,1521.6,8.16,23.07,Maize,9479.0
Kenya,2001,1127.7,49.34,21.24,Potatoes,17522.0
India,2011,604.0,12.61,21.26,Potatoes,17371.0
Nigeria,2004,1924.5,26.14,21.06,Potatoes,18932.0
India,2012,1089.9,2.05,17.54,Sorghum,5747.0
India,2014,1234.5,23.44,30.6,Rice,7230.0
Kenya,2017,1239.8,13.08,21.12,Sorghum,7654.0
Kenya,2010,971.3,10.12,24.39,Rice,9479.0
India,2000,845.3,17.2,20.66,Potatoes,17288.0
Kenya,2005,1842.6,10.01,20.58,Maize,11372.0
Tanzania,2017,1451.1,2.72,20.18,Potatoes,17888.0
Kenya,2011,1387.7,31.12,15.8,Wheat,6255.0
India,2013,1301.7,18.07,21.36,Sorghum,7243.0
Tanzania,2009,748.8,11.57,20.37,Sorghum,5575.0
Nigeria,2003,1547.1,6.87,26.69,Cassava,11852.0
Kenya,2018,804.9,4.59,17.21,Cassava,10034.0
Tanzania,2016,1199.2,17.8,19.69,Maize,11000.0
Kenya,2020,526.2,54.1,18.41,Maize,7789.0
Nigeria,2017,385.7,17.51,27.77,Cassava,8888.0
Tanzania,2006,1211.4,4.92,18.52,Rice,8258.0
India,2005,816.8,17.82,24.25,Maize,8498.0
Kenya,2005,403.8,14.26,25.88,Wheat,6116.0
Tanzania,2019,1289.2,29.7,21.42,Cassava,13419.0
Kenya,2011,1842.0,24.18,16.49,Rice,10648.0
India,2009,1586.3,1.37,16.54,Maize,9731.0
India,2020,1009.9,23.02,25.44,Sorghum,6393.0
Ethiopia,2012,1103.1,6.67,16.96,Wheat,7684.0
Nigeria,2019,1410.7,4.77,23.57,Rice,11850.0
Kenya,2020,1492.7,12.8,22.46,Maize,11680.0
Tanzania,2001,979.8,20.67,23.51,Potatoes,17610.0
Ethiopia,2007,1112.0,4.0,23.89,Rice,8852.0
Ethiopia,2015,1205.2,26.15,18.27,Cassava,12513.0
Nigeria,2017,1293.9,27.4,18.1,Rice,11175.0
India,2003,1053.4,15.45,24.86,Wheat,8594.0
Nigeria,2006,1058.0,7.43,19.48,Maize,10507.0
Nigeria,2011,1582.9,6.8,11.0,Wheat,5390.0
Nigeria,2016,1523.3,33.81,24.6,Rice,12013.0
Tanzania,2002,1267.1,4.44,17.85,Maize,9187.0
Ethiopia,2012,1701.7,34.87,23.87,Rice,10563.0
Tanzania,2006,964.7,13.04,27.57,Cassava,10599.0
India,2004,1668.0,13.78,22.07,Sorghum,7079.0
Tanzania,2010,1289.9,3.79,25.98,Potatoes,17771.0
Tanzania,2008,2200.0,13.23,22.62,Cassava,14471.0
India,2013,682.6,24.31,28.35,Sorghum,4177.0
Ethiopia,2006,858.7,5.11,17.75,Potatoes,16566.0
India,2017,1246.6,22.17,21.97,Cassava,13117.0
India,2001,1239.0,15.98,24.69,Maize,6888.0
Ethiopia,2018,1782.5,8.89,21.24,Sorghum,8200.0
India,2000,866.1,29.48,26.61,Wheat,7474.0
Ethiopia,2015,1416.7,2.56,20.27,Sorghum,8704.0
Nigeria,2007,1506.9,19.64,30.28,Cassava,10885.0
India,2008,1346.6,54.36,30.49,Rice,9452.0
Kenya,2000,763.7,47.09,23.13,Maize,9281.0
Ethiopia,2014,1592.7,20.32,24.21,Rice,11292.0
India,2003,1530.3,11.69,26.77,Rice,10396.0
Nigeria,2013,1309.9,8.95,17.25,Cassava,11698.0
Tanzania,2015,1171.5,11.68,16.75,Cassava,10209.0
Kenya,2017,1179.1,22.99,27.03,Potatoes,16639.0
India,2014,1072.4,7.8,23.1,Cassava,10621.0
Tanzania,2006,1324.3,27.27,21.09,Rice,11361.0
Tanzania,2015,1110.9,81.98,22.04,Rice,11284.0
Kenya,2017,803.0,14.16,12.46,Cassava,6856.0
Tanzania,2006,733.0,5.08,21.24,Sorghum,5053.0
Ethiopia,2002,836.8,5.07,18.99,Potatoes,17463.0
Ethiopia,2018,1177.7,27.7,25.67,Rice,10802.0
Ethiopia,2003,1090.6,14.19,25.98,Sorghum,4882.0
India,2012,1175.4,30.01,24.31,Sorghum,5338.0
India,2004,1275.3,9.71,23.58,Rice,11098.0
Nigeria,2002,880.4,28.92,16.01,Maize,6719.0
Kenya,2016,1613.0,13.11,24.36,Maize,10787.0
Tanzania,2003,1006.3,8.28,24.52,Maize,10408.0
Ethiopia,2014,948.3,10.8,26.98,Rice,10289.0
Kenya,2014,1268.8,5.71,30.47,Potatoes,15611.0
Nigeria,2001,457.2,73.08,15.23,Sorghum,4877.0
Nigeria,2003,823.3,13.78,20.45,Wheat,9436.0
India,2016,1443.4,24.92,19.03,Sorghum,4752.0
Tanzania,2010,491.9,9.68,22.69,Potatoes,16188.0
Kenya,2002,1491.2,6.41,22.05,Maize,10940.0
Ethiopia,2020,1628.9,12.34,21.06,Rice,11126.0
Nigeria,2005,970.7,35.91,26.11,Wheat,8530.0
India,2000,1202.1,9.81,17.59,Cassava,11083.0
India,2019,1491.7,7.42,17.84,Cassava,11931.0
Ethiopia,2000,936.6,16.85,17.9,Sorghum,5311.0
India,2011,1403.7,22.18,20.56,Potatoes,18057.0
Tanzania,2020,865.1,55.38,17.09,Rice,8755.0
Nigeria,2012,932.8,19.75,21.81,Wheat,8091.0
Tanzania,2012,820.2,24.91,21.34,Sorghum,5361.0
India,2008,1219.9,26.45,18.85,Maize,10193.0
Ethiopia,2002,1505.3,5.92,25.5,Wheat,8739.0
Ethiopia,2012,1035.6,6.88,21.76,Maize,10368.0
India,2018,655.1,6.25,26.25,Rice,7106.0
Ethiopia,2001,721.1,5.13,21.22,Wheat,5406.0
Ethiopia,2018,1238.1,28.12,21.9,Wheat,8441.0
Ethiopia,2008,1745.4,18.77,19.75,Rice,14202.0
India,2011,1237.8,15.86,21.97,Cassava,13301.0
Ethiopia,2003,964.6,1.87,24.85,Potatoes,16786.0
India,2013,1368.2,77.04,20.35,Sorghum,8126.0
Tanzania,2003,1016.2,7.28,24.07,Cassava,12206.0
Tanzania,2005,967.6,76.82,18.75,Cassava,10974.0
Tanzania,2015,764.5,4.67,25.04,Rice,10170.0
Kenya,2001,1593.0,7.77,19.68,Cassava,12528.0
Nigeria,2009,250.0,2.55,25.41,Cassava,9684.0
Ethiopia,2012,1379.3,19.88,22.24,Cassava,12851.0
Tanzania,2002,937.7,6.17,28.08,Rice,9120.0
India,2006,956.4,6.31,17.38,Wheat,5560.0
Ethiopia,2007,1692.3,4.96,16.1,Potatoes,16192.0
Nigeria,2013,850.1,27.71,19.54,Cassava,12003.0
India,2020,862.0,26.29,16.46,Cassava,8271.0
Nigeria,2017,1054.4,63.41,16.47,Potatoes,17323.0
Nigeria,2003,1244.8,8.6,24.49,Maize,10858.0
Kenya,2000,945.4,17.73,21.98,Rice,10367.0
Nigeria,2001,549.1,5.3,20.08,Sorghum,6260.0
Ethiopia,2012,797.0,11.38,20.45,Potatoes,17875.0
Tanzania,2003,1548.5,9.82,19.61,Rice,13066.0
Tanzania,2004,1126.2,21.58,28.6,Rice,7911.0
India,2017,1257.9,33.57,19.06,Maize,9940.0
Kenya,2018,1008.5,32.88,16.71,Wheat,6159.0
Tanzania,2017,869.2,7.58,25.18,Sorghum,6331.0
Ethiopia,2005,1687.1,33.07,21.14,Wheat,9419.0
Nigeria,2013,1034.1,14.36,30.16,Cassava,10745.0
Tanzania,2012,944.8,11.48,19.9,Maize,8474.0
Tanzania,2003,1483.6,8.44,25.38,Potatoes,19542.0
Kenya,2011,847.2,9.51,26.33,Rice,9197.0
Ethiopia,2011,891.8,59.97,19.91,Sorghum,6637.0
India,2008,1103.6,19.03,19.03,Cassava,12004.0
Nigeria,2015,1100.1,17.11,24.97,Potatoes,18216.0
Ethiopia,2014,1190.9,12.06,24.3,Potatoes,18383.0
Nigeria,2011,1832.1,100.0,16.36,Sorghum,8112.0
Tanzania,2015,1217.7,42.27,17.49,Potatoes,17165.0
Ethiopia,2016,267.7,8.36,11.85,Wheat,1081.0
India,2011,1214.2,11.95,24.38,Rice,8481.0
India,2005,1113.3,12.54,20.95,Wheat,8346.0
Tanzania,2015,1115.2,16.72,21.35,Rice,9174.0
Ethiopia,2015,1186.1,8.49,15.23,Potatoes,15981.0
Ethiopia,2020,1090.0,21.14,17.61,Wheat,7730.0
Nigeria,2003,1081.6,47.54,20.09,Wheat,9184.0
Nigeria,2008,1314.6,5.2,19.31,Sorghum,5247.0
Nigeria,2019,910.3,6.03,22.47,Rice,9900.0
India,2010,768.3,10.11,24.33,Wheat,7011.0
India,2019,2158.3,10.49,31.08,Sorghum,4944.0
Ethiopia,2000,849.4,73.61,21.92,Sorghum,8182.0
India,2000,1135.1,33.16,26.46,Sorghum,5059.0
Ethiopia,2016,576.5,31.67,18.68,Sorghum,3403.0
Nigeria,2007,1140.8,12.04,15.3,Cassava,11100.0
Kenya,2010,773.4,11.83,20.59,Potatoes,16606.0
Ethiopia,2008,945.1,4.66,15.61,Wheat,4029.0
Tanzania,2008,1465.8,27.81,22.06,Cassava,12899.0
Nigeria,2019,1265.2,22.04,18.88,Wheat,9283.0
India,2001,1298.9,41.63,14.18,Wheat,4595.0
Kenya,2016,480.1,12.57,28.94,Sorghum,4977.0
India,2018,1742.9,13.28,19.85,Cassava,12272.0
Ethiopia,2013,682.8,17.05,15.45,Rice,7605.0
India,2008,1635.0,30.37,25.59,Sorghum,6075.0
Tanzania,2003,1457.5,4.59,19.09,Cassava,12331.0
Nigeria,2014,1302.1,26.81,26.36,Sorghum,6491.0
Kenya,2009,800.8,14.64,19.07,Maize,7053.0
Nigeria,2003,1153.1,6.38,19.84,Potatoes,20665.0
Kenya,2007,935.2,2.81,23.38,Wheat,6668.0
Nigeria,2020,1110.2,13.34,24.37,Cassava,11644.0
Kenya,2005,1012.5,47.38,25.07,Maize,10185.0
India,2003,386.5,56.81,21.64,Cassava,12529.0
Ethiopia,2014,1492.6,19.77,24.11,Wheat,9693.0
Ethiopia,2004,1071.6,71.49,24.98,Rice,9649.0
Kenya,2019,930.3,14.38,22.8,Wheat,7526.0
Tanzania,2018,903.9,31.9,21.43,Sorghum,4659.0
Tanzania,2020,1225.5,10.37,16.22,Rice,9759.0
Tanzania,2019,787.2,9.86,24.4,Sorghum,4050.0
Kenya,2005,310.7,8.65,22.17,Maize,6889.0
Ethiopia,2004,1242.5,2.86,20.35,Rice,10350.0
Tanzania,2007,1281.7,41.67,27.11,Cassava,12070.0
Nigeria,2009,1030.1,8.91,16.29,Cassava,10397.0
Kenya,2018,698.2,7.84,28.58,Wheat,6175.0
Kenya,2015,1131.1,5.79,21.91,Rice,10726.0
Ethiopia,2013,587.4,12.64,23.27,Rice,9690.0
Tanzania,2018,740.5,61.0,20.42,Potatoes,16725.0
Kenya,2013,837.3,79.44,15.33,Potatoes,17862.0
Tanzania,2007,1395.4,3.94,21.44,Maize,9292.0
India,2008,973.1,11.21,23.34,Sorghum,7492.0
Tanzania,2010,943.2,6.5,24.7,Wheat,8863.0
Tanzania,2001,1784.1,32.81,21.21,Wheat,10050.0
Ethiopia,2015,1223.4,18.71,13.23,Cassava,9940.0
Tanzania,2013,1218.6,8.94,15.83,Sorghum,2229.0
Kenya,2015,970.6,15.77,30.21,Rice,6665.0
Ethiopia,2011,891.3,10.16,17.63,Cassava,11746.0
Ethiopia,2016,334.8,54.13,27.71,Rice,8614.0
Kenya,2019,1439.1,23.05,18.26,Potatoes,17086.0
Kenya,2011,1256.9,25.43,21.27,Wheat,7958.0
Kenya,2009,1037.3,1.76,24.5,Wheat,4844.0
Kenya,2002,1052.0,14.11,18.72,Rice,9913.0
Ethiopia,2016,1357.7,78.77,28.37,Potatoes,16148.0
Kenya,2018,555.9,42.99,22.3,Sorghum,6681.0
Kenya,2014,893.5,3.4,23.84,Rice,10428.0
Tanzania,2018,702.3,11.58,20.93,Cassava,10640.0
Kenya,2018,1720.0,5.69,24.63,Potatoes,19326.0
Kenya,2016,1406.5,58.49,28.32,Maize,8782.0
Kenya,2010,329.1,18.09,21.47,Sorghum,5001.0
Kenya,2002,570.2,8.05,28.92,Potatoes,13488.0
Nigeria,2000,1053.7,15.29,19.55,Rice,10738.0
Tanzania,2004,934.6,1.85,25.06,Rice,7787.0
India,2009,636.5,6.25,23.96,Wheat,4675.0
Nigeria,2015,1780.7,15.32,17.73,Potatoes,18915.0
Kenya,2009,1209.4,29.27,22.86,Potatoes,18177.0
India,2000,1266.2,3.15,22.03,Rice,10478.0
Kenya,2004,857.8,10.97,18.59,Wheat,6043.0
India,2020,1352.8,33.37,23.43,Rice,12482.0
Nigeria,2020,966.8,4.66,22.59,Rice,10226.0
Tanzania,2007,1000.8,17.87,21.71,Rice,10276.0
Ethiopia,2016,1313.9,15.69,21.73,Wheat,8600.0
India,2015,529.9,58.65,21.64,Potatoes,18142.0
Nigeria,2019,1659.0,12.38,20.53,Wheat,9756.0
Nigeria,2018,1163.8,12.97,22.56,Potatoes,18839.0
Tanzania,2013,1548.3,29.49,19.42,Maize,11112.0
India,2008,723.6,5.15,32.63,Rice,2345.0
Nigeria,2013,776.9,12.47,16.36,Sorghum,3058.0
Nigeria,2006,693.3,10.33,19.66,Sorghum,5566.0
India,2007,1187.6,13.31,19.98,Sorghum,6150.0
Ethiopia,2012,1123.1,29.33,30.16,Sorghum,4435.0
Kenya,2011,937.5,23.18,16.72,Maize,7973.0
Nigeria,2012,745.1,8.17,23.7,Rice,10055.0
Kenya,2008,656.7,16.6,22.99,Potatoes,15828.0
Kenya,2008,1083.0,49.03,23.33,Sorghum,6828.0
Nigeria,2000,937.0,7.65,26.95,Potatoes,15569.0
India,2012,860.0,16.71,26.86,Cassava,10627.0
India,2012,1641.5,12.75,20.2,Wheat,6966.0
Ethiopia,2019,1071.2,14.15,22.78,Maize,9855.0
Nigeria,2010,1544.5,4.04,14.54,Maize,6834.0
Kenya,2009,913.4,46.0,22.4,Potatoes,17647.0
India,2001,1185.7,8.01,18.82,Potatoes,18280.0
Ethiopia,2004,1080.6,33.81,21.25,Wheat,8364.0
India,2007,505.8,9.05,15.26,Sorghum,1422.0
Tanzania,2007,1599.9,9.02,23.62,Sorghum,6832.0
India,2007,1052.7,39.27,15.21,Rice,6881.0
Ethiopia,2008,1361.2,32.95,22.59,Wheat,7248.0
Tanzania,2016,836.8,17.58,17.09,Sorghum,5027.0
India,2002,1042.3,27.36,18.6,Sorghum,6388.0
India,2006,796.6,11.81,26.62,Wheat,6366.0
Tanzania,2003,1532.6,14.78,24.35,Wheat,9087.0
Tanzania,2006,1209.0,8.76,26.6,Rice,9430.0
Kenya,2014,1228.5,30.67,28.24,Potatoes,16465.0
Tanzania,2000,1575.4,8.54,18.91,Maize,9098.0
India,2007,1504.7,48.82,28.0,Cassava,11229.0
Ethiopia,2000,1367.9,11.56,16.14,Rice,8147.0
Ethiopia,2020,602.4,15.13,24.98,Rice,8091.0
India,2015,856.5,27.3,20.03,Maize,8899.0
Ethiopia,2005,748.6,15.17,18.28,Cassava,10645.0
Nigeria,2004,1354.6,11.72,24.46,Wheat,11142.0
India,2002,1159.7,14.53,25.78,Cassava,10115.0
India,2009,613.3,30.42,25.66,Rice,8490.0
Tanzania,2015,1033.9,8.76,22.86,Cassava,10491.0
Kenya,2012,577.1,13.45,22.53,Wheat,6210.0
Ethiopia,2018,1081.4,15.0,24.11,Maize,9092.0
Tanzania,2007,520.6,29.72,23.22,Sorghum,6185.0
Nigeria,2005,1285.1,13.74,24.17,Sorghum,6618.0
Ethiopia,2010,1232.3,63.22,22.82,Potatoes,18957.0
Ethiopia,2004,1767.8,13.13,25.37,Maize,10187.0
Ethiopia,2020,1396.8,12.3,15.49,Cassava,9590.0
Nigeria,2003,952.0,12.98,21.47,Rice,9590.0
Ethiopia,2010,1386.3,5.19,16.46,Cassava,10905.0
India,2010,610.8,6.49,23.11,Cassava,10653.0
